Area_sqft,Bedrooms,Bathrooms,Floors,Age,Garage,Balcony,Furnished,Garden,SwimmingPool,DistanceToCity,NearbySchools,NearbyHospitals,CrimeRate,PopulationDensity,PublicTransportScore,PropertyTax,LocationRating,ElectricityBackup,SecurityRating,Price
6053,1,4,1,24,1,1,0,0,0,14.4,4,4,3.2,73661,4,1.12,6,0,1,26604080
3135,1,1,2,15,0,0,0,0,0,15.2,3,3,8.0,45013,10,2.94,6,1,7,15014409
4946,3,2,2,51,1,0,1,1,0,32.3,8,4,2.3,49514,5,3.95,8,0,2,22404635
5107,4,3,4,39,0,1,1,1,0,27.7,0,7,4.8,38722,6,1.75,3,0,4,19959584
2679,2,2,2,1,0,0,0,0,1,13.7,2,0,5.0,76435,8,3.21,1,0,6,12491898
1935,2,1,4,50,0,1,1,1,0,12.2,10,3,9.4,20541,1,4.01,6,1,9,11356329
4881,2,1,2,33,0,1,0,1,1,1.3,10,2,6.9,17460,5,0.98,10,0,8,28861531
1797,6,2,2,28,0,1,0,1,1,22.6,3,1,4.2,72507,4,1.17,2,0,10,9847362
2339,6,3,4,27,0,1,0,0,1,6.9,1,8,8.4,64735,10,2.21,6,1,4,17944176
2296,3,2,2,54,0,0,0,1,1,41.6,6,8,1.8,60163,3,2.55,8,0,7,14036793
2837,3,1,3,21,1,0,1,1,0,8.1,4,8,1.9,77651,9,3.17,8,1,10,21020134
7677,2,1,3,14,0,1,0,1,0,45.6,6,3,2.3,65518,5,2.37,1,0,1,24656432
1922,3,1,1,7,1,0,1,0,0,38.3,9,2,7.2,5285,6,3.03,1,0,2,5809147
617,6,1,4,31,1,1,0,0,1,49.2,8,4,6.9,69582,5,2.96,8,1,4,7825065
4260,2,4,2,31,0,1,0,1,0,12.4,2,7,6.2,62157,3,3.97,1,1,5,17400331
6300,5,3,1,23,0,1,0,0,1,5.5,7,7,7.2,4485,6,0.8,3,0,4,27941998
3592,2,3,1,9,1,0,0,1,0,11.1,2,1,1.9,63736,6,1.7,8,1,9,22282761
1518,2,5,1,41,0,1,1,1,0,46.7,10,6,2.2,20150,5,3.17,7,1,2,10207673
7431,3,2,4,51,0,1,1,1,1,20.2,0,1,8.0,24928,7,1.33,5,1,1,30256206
5073,3,1,2,37,1,0,1,0,1,36.4,10,5,4.5,28518,5,1.53,3,1,3,21111928
3803,3,4,3,30,0,0,0,0,1,29.7,1,7,6.0,67019,10,1.13,4,1,4,17258333
2190,2,2,2,25,1,0,0,1,0,25.4,10,3,2.5,72515,8,1.29,5,0,8,13321908
7173,1,4,1,50,0,1,1,0,1,40.7,8,1,4.8,22674,3,1.56,4,0,2,26558297
7149,5,2,1,21,1,0,0,1,1,3.3,10,8,8.5,69731,1,2.39,5,1,6,33042808
5756,1,1,1,34,0,0,1,1,0,5.5,5,5,6.0,77174,2,2.15,3,0,6,23732806
7310,2,1,3,1,0,1,1,1,0,43.1,4,6,7.7,19471,10,3.95,5,1,5,28927677
2415,2,4,1,28,1,1,0,1,1,20.3,1,4,3.8,12413,4,0.74,10,0,6,17288503
2198,4,2,4,54,0,0,1,1,1,38.0,2,3,9.0,40712,1,2.82,9,0,6,13442779
7072,5,2,3,34,0,0,1,0,1,44.9,9,1,4.2,23197,2,2.15,3,1,4,25820788
6164,4,5,3,48,1,1,1,0,1,37.0,7,8,8.6,20728,1,1.12,2,1,1,22359094
7412,6,4,3,14,0,1,1,1,1,10.9,9,2,7.7,70980,1,4.45,6,1,7,35941550
4604,6,1,3,3,1,1,1,0,1,14.9,1,8,5.6,59649,10,2.79,8,0,6,26652031
7791,6,2,2,0,1,1,1,1,0,21.1,10,5,6.7,14310,7,1.5,8,0,1,35369059
4044,6,3,2,44,1,1,0,0,0,1.8,7,6,10.0,4245,3,1.73,9,0,10,23627694
2258,4,4,3,60,1,1,0,0,1,29.0,3,3,3.1,34669,9,4.4,10,1,8,18170635
5769,4,5,4,17,1,1,0,1,1,48.1,4,2,6.6,48426,8,3.52,4,1,9,23494213
3070,3,1,4,57,1,0,0,0,1,16.2,7,6,7.0,57362,5,3.19,3,1,10,14472628
1191,6,1,2,12,1,0,0,0,1,48.6,5,7,5.9,78143,1,1.03,8,0,10,10307152
882,3,1,1,32,0,1,0,0,0,32.7,0,1,3.2,33701,5,1.72,9,0,7,7766892
3797,5,2,2,53,0,1,0,1,0,17.1,10,6,6.3,34293,8,2.02,7,0,8,20072608
5688,4,5,1,57,0,1,1,0,0,30.8,1,5,1.0,62279,3,2.38,7,1,2,25340419
1232,3,4,1,40,0,0,1,1,0,40.1,5,5,2.8,40034,2,2.31,10,0,2,11493708
990,6,2,3,15,0,1,0,1,0,15.3,8,3,1.2,62165,8,2.18,5,0,10,11301519
6480,6,3,2,44,0,1,0,1,0,18.8,9,8,2.0,46741,8,3.15,9,0,6,34240412
7110,5,5,2,31,0,0,1,1,1,5.3,5,0,8.6,24647,6,4.27,2,0,6,30365478
7521,6,2,2,38,1,0,0,1,0,1.4,0,4,5.3,21274,7,0.84,4,1,10,34473237
3038,2,1,1,26,0,0,0,0,0,30.6,2,2,8.6,4239,7,3.86,2,0,10,9859559
2514,2,5,4,56,1,1,1,0,1,3.3,3,0,3.8,25809,3,2.12,3,0,10,14807479
3133,1,4,4,54,1,1,0,1,0,9.5,3,6,9.3,45658,10,3.4,7,1,3,17047951
5152,2,4,3,9,0,1,1,1,1,34.4,0,6,9.5,35861,2,3.12,5,1,9,22837703
5951,2,5,4,30,1,1,1,1,1,32.7,6,1,9.6,49649,1,4.37,10,0,4,27561997
3907,4,3,4,14,0,0,0,1,1,28.5,6,1,7.1,67449,7,4.22,10,0,7,22777595
3397,4,2,2,22,1,0,0,1,1,17.4,0,8,7.8,1403,9,1.64,4,1,8,17427407
3055,2,2,2,31,0,1,1,0,1,16.2,3,3,1.9,10912,6,4.07,1,1,9,15849905
2807,4,5,3,2,0,1,0,0,0,8.8,1,2,1.8,57678,6,1.7,5,0,10,18323442
4971,1,2,2,52,1,0,0,1,1,8.9,4,1,5.1,61327,1,1.17,4,1,4,22425881
2074,4,4,2,9,1,1,0,1,0,42.2,1,4,5.2,52916,4,1.37,6,0,7,10769163
3986,3,5,3,49,1,1,0,1,1,32.0,7,4,3.2,58320,10,4.22,7,1,7,21567962
1004,2,2,1,28,1,0,0,1,0,7.1,7,1,6.1,33986,6,1.45,4,0,1,7954283
1427,2,4,2,25,1,0,0,1,1,8.5,2,3,1.6,24050,9,2.2,10,0,3,17299547
7987,5,1,3,36,0,0,1,0,1,1.9,0,7,2.7,22098,10,3.52,8,1,2,38809001
6637,5,5,4,46,0,1,0,0,1,35.7,5,7,8.6,7195,1,1.62,9,0,7,30236658
2834,3,5,4,0,0,0,0,0,0,17.5,3,3,6.8,66363,3,0.8,4,1,10,15815702
5344,5,1,1,45,0,0,0,1,0,10.5,9,2,9.9,21482,1,2.21,3,1,8,21657660
5389,1,1,1,25,0,1,1,1,0,48.2,10,0,4.3,39744,3,4.01,2,1,3,16854013
1886,4,4,1,57,1,1,0,1,1,5.1,1,8,3.6,68945,7,3.36,9,0,10,18479485
3887,5,5,4,40,0,1,1,1,0,30.0,1,1,10.0,1744,5,0.82,8,1,3,20034490
2129,2,2,2,0,1,0,1,1,1,4.6,9,7,2.3,48871,7,1.21,1,1,6,14152596
3946,5,3,4,50,1,0,1,1,0,36.4,0,0,9.6,27880,5,3.79,3,1,10,15049599
5244,1,3,1,56,1,0,1,1,0,36.6,3,2,3.2,46123,3,2.75,1,0,7,17571510
7843,2,4,3,22,0,1,0,0,1,40.7,7,6,7.1,35642,3,1.05,3,0,3,27691695
1377,3,1,4,59,0,1,1,1,1,5.8,0,6,3.5,57262,2,0.6,4,1,1,10853379
6599,3,4,2,52,1,0,1,0,1,36.9,0,4,9.3,27581,6,1.56,10,1,9,30075411
1377,2,3,1,41,0,0,0,1,1,30.0,0,0,2.6,51445,7,3.28,4,1,7,7881786
5281,3,5,3,25,1,1,0,0,0,10.4,9,2,2.3,49013,9,4.36,2,0,8,23485516
5947,1,2,2,38,1,1,1,1,1,36.3,7,2,5.5,61033,2,0.71,7,1,6,26299429
7329,2,2,2,45,1,1,0,0,0,31.6,0,0,5.7,37979,1,4.17,10,1,8,31559271
3338,3,3,3,44,1,1,0,0,1,48.2,5,5,5.0,66395,8,4.24,1,1,8,11414430
7170,4,1,4,32,1,1,0,0,1,35.0,2,6,9.9,33780,8,1.05,3,0,4,25477717
3370,2,1,1,15,0,1,0,0,1,21.3,6,7,7.6,39952,10,4.46,10,1,3,21297269
3743,6,2,1,48,1,0,0,0,0,2.9,0,7,8.0,63169,10,3.41,4,1,1,17604620
1331,2,1,4,50,1,0,0,0,1,7.4,8,6,1.9,9763,2,0.91,7,0,8,12380933
3475,3,4,2,13,1,1,0,1,1,9.4,3,3,9.4,67833,1,2.95,7,1,9,20330231
3454,6,2,2,42,0,0,1,0,1,47.4,10,4,8.3,27390,3,3.45,7,0,3,15933361
2765,6,5,4,42,0,0,0,0,1,1.4,7,6,8.3,45313,5,4.04,4,0,4,17731743
2897,1,4,3,28,1,0,1,1,1,28.1,0,8,6.2,48521,5,3.48,6,1,10,16297453
1838,4,1,4,48,1,1,0,0,1,25.3,0,3,5.1,46710,7,3.81,3,0,2,7990220
7691,4,2,3,53,1,0,0,1,0,30.0,0,1,6.1,8788,2,0.87,6,0,3,29298726
4455,1,3,4,10,0,1,1,1,1,1.6,6,5,3.9,71782,1,0.57,3,1,2,22458017
7728,1,1,2,28,1,0,0,0,1,34.9,5,5,4.0,73226,1,4.27,1,1,7,26139196
875,1,3,2,5,0,1,0,1,1,8.7,5,4,3.5,64368,1,2.85,4,0,10,10505270
7262,4,4,1,38,1,1,0,1,0,15.7,5,0,7.8,79305,10,0.96,10,1,4,34032975
2553,6,3,1,29,1,1,1,1,1,45.3,2,1,3.8,50646,6,1.91,10,1,5,17374286
2123,4,3,3,37,1,0,0,0,1,9.1,1,1,1.4,16184,7,1.1,1,0,9,12873575
4859,2,3,1,40,0,0,1,1,1,41.4,1,0,3.9,19824,5,3.01,6,1,9,20927475
7709,4,1,4,45,0,1,0,0,1,4.0,0,5,5.4,54534,3,3.64,2,1,1,30982264
5325,4,1,4,29,0,1,0,0,1,18.0,0,5,9.4,52978,2,2.87,10,0,5,26536274
6322,4,5,1,45,1,0,0,1,0,37.2,6,0,4.9,36771,2,2.14,1,1,6,22236190
7182,2,4,2,17,0,0,0,1,1,7.2,9,6,5.7,76653,5,1.8,4,0,6,32488138
1542,5,5,2,39,1,0,0,0,1,2.3,4,1,1.2,73303,9,2.01,1,0,1,10630878
7886,3,2,3,20,0,0,0,1,1,33.7,8,4,3.8,71272,4,3.24,2,1,1,30188332
598,3,5,1,9,0,0,0,0,1,24.0,2,5,5.3,39846,6,2.86,6,1,10,10135243
3100,1,5,3,24,1,0,0,1,1,23.1,0,5,8.5,46498,7,2.67,5,1,9,15978632
4780,6,2,4,21,1,1,1,0,1,10.7,1,1,8.7,2584,6,2.82,10,0,10,29514224
2238,2,5,2,39,1,0,0,1,1,45.9,8,1,4.8,71461,3,3.16,10,0,9,14869677
3092,2,3,4,6,0,1,0,0,1,39.1,3,8,2.0,53865,8,3.18,7,0,2,16702298
1849,5,5,1,38,0,1,1,1,1,13.2,9,5,8.7,65455,8,2.72,6,0,9,14997697
1016,3,5,1,22,1,0,0,0,1,3.9,10,7,1.5,6993,5,3.65,2,0,7,10562410
3544,5,3,4,10,1,1,0,1,0,47.4,4,1,5.9,33516,1,1.62,8,1,1,16120389
7275,5,3,2,8,0,1,1,1,1,47.0,10,0,7.6,68211,7,2.91,2,0,9,27986990
6867,1,4,4,10,1,0,1,0,0,47.6,7,1,6.1,61092,1,1.39,10,0,5,29425947
7659,2,4,4,23,0,0,1,0,0,7.5,8,5,2.4,32960,6,0.57,8,0,2,35917487
4465,4,5,4,35,1,1,1,0,1,8.8,7,4,5.3,44255,3,2.86,8,0,1,26563237
653,5,5,2,32,1,1,0,1,1,2.3,8,1,9.2,17534,1,1.69,4,1,9,9910278
2574,1,1,1,5,0,1,0,1,0,6.3,9,1,4.3,2534,5,3.08,8,1,9,17272024
1735,6,5,2,57,0,0,0,0,0,10.9,9,1,3.8,69776,6,1.5,2,1,9,10584381
7661,6,5,3,9,1,0,0,0,0,23.1,3,3,9.1,11655,3,4.29,5,1,2,30207322
2790,5,4,2,41,0,0,0,1,0,9.6,7,3,4.4,1477,10,0.73,3,1,3,14909113
662,1,3,3,19,0,0,1,1,1,7.6,9,6,4.3,67826,8,3.46,1,1,4,8132570
2257,2,1,1,43,0,1,0,0,0,29.1,10,8,5.0,52514,3,0.9,9,0,6,12724891
2378,6,5,3,32,0,0,0,0,0,46.7,3,4,2.8,70993,4,2.84,6,1,9,11867193
5724,2,5,4,12,1,0,1,1,1,17.0,10,1,9.1,9344,2,4.07,9,1,3,30362937
1224,5,2,2,17,1,1,0,0,0,6.6,2,4,6.3,54181,5,1.1,7,1,4,11341786
2507,5,3,3,43,0,0,1,0,0,21.0,2,6,1.9,26221,7,2.69,8,1,4,16988372
4013,3,4,1,9,0,1,0,0,0,14.5,2,7,6.2,7688,9,3.78,1,0,1,14959249
1444,6,1,1,37,1,1,1,0,1,39.4,3,7,3.7,51957,1,3.87,9,0,3,12576077
6403,2,5,1,42,1,1,1,0,0,24.5,9,6,1.5,23245,4,1.24,4,1,5,26507892
6331,1,3,1,47,1,0,0,1,1,9.9,5,8,5.3,58215,6,4.43,8,1,2,30855456
2678,5,5,4,5,1,1,1,1,1,4.8,9,1,7.1,52731,5,2.27,2,1,8,17077981
1992,4,2,2,16,0,1,0,1,1,13.2,6,4,9.6,21010,8,3.18,6,0,8,14357724
2450,5,4,2,17,1,1,1,1,1,25.6,4,4,7.7,57482,2,1.97,4,0,5,13975108
7446,5,2,2,30,1,1,1,0,0,34.5,0,0,4.0,14396,6,0.83,3,1,4,27714795
7683,4,3,4,52,1,1,0,0,1,49.3,2,4,5.5,20414,2,4.29,8,0,8,31743767
2211,6,2,2,27,1,0,0,1,1,26.9,10,4,3.4,30629,7,0.85,1,1,10,12707233
3862,3,5,3,39,0,1,1,0,0,4.1,9,6,2.2,54105,8,3.86,5,0,3,21551919
5062,4,4,4,20,1,0,0,1,1,27.1,8,6,6.6,35526,6,1.07,6,0,9,24502536
1254,6,3,2,3,0,1,1,1,1,1.7,8,1,9.2,17110,6,1.8,4,1,1,12803512
5173,4,3,2,7,1,1,0,0,1,38.1,8,4,1.8,50353,7,1.71,2,1,2,21284181
4075,1,2,3,24,1,1,1,1,1,13.5,8,2,3.6,49194,6,1.03,2,1,3,18531249
629,2,5,3,25,0,0,1,1,1,13.7,0,8,6.1,36336,2,0.81,9,1,10,12618703
3914,4,2,1,40,1,1,0,0,0,31.4,6,4,6.1,14645,5,3.02,9,1,1,18352527
7482,2,1,3,9,0,0,1,1,0,39.5,4,7,6.7,14577,7,3.79,5,1,4,29534847
6100,2,1,1,1,1,0,0,0,1,30.1,10,8,9.5,32041,2,0.74,5,1,7,25362634
2249,1,5,4,39,0,0,0,1,1,13.6,4,8,5.5,59339,7,1.99,1,1,5,11654969
7247,3,4,3,7,0,1,0,1,0,13.0,6,4,6.7,71653,8,2.0,1,0,5,28597614
6540,3,4,1,25,0,0,0,0,1,16.4,3,7,3.2,57180,9,1.1,2,0,5,27297961
3790,6,4,1,41,0,1,0,0,0,4.5,9,4,5.8,23199,4,1.02,1,0,1,15755125
7151,5,1,1,17,0,0,0,0,1,2.4,9,2,2.8,42065,5,2.33,9,1,3,36992061
3483,1,5,1,32,1,1,1,0,0,46.8,10,8,9.4,42612,4,1.45,3,1,6,11076749
6105,1,5,4,13,0,1,1,1,1,13.0,8,3,2.7,79317,1,3.99,7,0,7,30937071
5890,2,3,2,17,0,0,1,1,1,44.2,6,1,1.9,77475,9,2.23,5,1,1,25065376
1478,3,5,2,17,1,0,1,1,1,32.4,3,3,1.5,12570,5,2.58,9,0,4,14635336
6212,6,2,4,4,0,1,1,1,0,31.7,9,2,1.5,66452,3,1.89,7,0,8,30339687
3104,3,4,1,13,0,0,0,0,0,37.7,6,8,7.8,73742,8,0.75,1,0,10,10759573
3825,4,5,3,47,1,0,0,0,0,49.0,3,3,3.8,48379,2,3.26,6,1,3,14689435
7659,6,4,2,2,0,0,0,1,0,22.9,5,4,3.9,65935,4,3.59,1,1,2,30353062
6121,6,1,3,29,1,0,1,0,1,35.2,10,8,8.4,69325,3,1.97,1,0,4,21953348
1237,6,1,3,11,0,1,1,1,0,47.6,0,1,4.2,28517,2,3.27,3,0,8,6006467
1972,5,2,4,52,0,1,0,1,0,14.9,9,5,4.3,70319,10,3.25,6,1,1,14705050
1328,5,2,4,58,1,0,1,0,0,38.2,4,5,6.6,74725,8,3.04,5,1,1,6382068
3446,2,3,3,3,0,0,0,0,0,1.9,7,7,2.5,55539,1,2.34,2,0,4,15631828
2049,6,4,3,21,1,0,1,1,0,39.3,8,6,2.8,25698,2,2.13,4,0,10,12349704
1279,3,4,3,41,1,0,1,0,0,3.2,6,1,5.5,24259,1,3.02,3,0,6,8327704
7528,6,1,4,35,0,1,1,1,0,39.6,10,8,9.7,67269,6,3.28,7,1,10,31638582
5687,6,4,1,3,1,0,0,1,1,38.3,9,4,7.7,15492,1,1.51,1,0,7,22218202
1524,3,1,4,28,1,1,1,1,0,32.1,0,5,1.3,22263,9,3.68,9,1,6,13438476
7388,5,5,2,48,1,1,0,1,1,24.2,5,6,1.5,27489,8,2.24,9,0,6,37418808
2681,5,3,2,51,1,1,1,0,1,43.8,3,1,6.0,5229,4,2.37,2,0,1,9200632
3460,3,5,4,8,0,1,1,0,1,26.4,10,5,2.1,41053,7,3.67,8,0,4,21358191
1135,5,3,4,33,0,0,0,0,1,28.2,10,6,6.7,7851,7,4.38,9,1,7,14141364
4667,6,2,1,2,1,0,1,0,1,35.0,0,0,4.8,37329,1,1.98,7,1,2,21774333
4742,3,2,3,31,0,0,0,1,0,12.4,9,5,7.5,22655,4,1.81,1,1,6,19357053
1141,5,5,3,40,1,1,0,0,0,40.8,8,5,7.0,34422,8,2.2,10,0,9,11874355
5456,3,2,3,32,0,1,1,0,1,13.4,4,3,8.3,67057,7,0.97,5,1,9,24940845
6662,6,3,4,1,1,1,0,1,1,41.5,10,0,3.4,12868,4,2.41,4,0,6,29010970
6258,5,1,4,60,1,1,1,1,0,33.0,7,1,6.3,54493,6,1.63,2,0,9,23104319
6558,3,4,2,42,0,0,1,0,0,43.0,3,3,7.4,63383,5,4.37,3,0,2,21306805
6453,5,3,3,30,1,0,1,1,1,32.1,9,5,7.6,45022,2,4.12,10,1,9,33591798
5291,5,1,1,12,1,1,0,1,1,16.1,10,7,2.8,5659,3,1.03,5,1,5,26759306
655,4,2,3,49,0,0,1,0,0,9.3,7,2,2.7,23065,7,1.63,8,1,10,12121400
5096,5,5,3,28,0,0,1,0,1,7.6,3,0,2.3,43224,2,0.77,3,0,5,24574909
4485,4,2,3,53,1,0,0,1,0,11.5,5,3,1.5,74421,4,1.34,4,1,7,22129179
2557,5,2,4,51,0,0,0,1,0,41.0,10,6,3.9,60696,5,0.86,5,0,5,11104228
5797,4,1,3,47,0,1,1,0,1,24.9,7,1,9.6,48153,8,3.98,9,0,3,26201833
4109,2,2,2,30,1,0,1,1,1,34.6,7,0,4.6,57238,9,2.36,1,0,10,15890434
2065,3,2,3,38,1,0,0,0,0,9.4,8,8,3.4,44933,1,0.52,5,1,6,13123304
6227,5,4,4,51,1,1,0,1,1,47.8,8,6,9.8,24666,5,4.24,9,0,4,27217039
4375,3,3,1,12,0,0,0,0,1,18.2,7,6,3.2,64562,8,3.29,9,1,4,25594783
595,6,2,2,24,0,0,1,1,1,7.3,6,7,7.2,6292,2,1.11,8,1,6,12827751
7379,5,4,2,17,0,1,1,0,0,14.8,9,6,6.6,47199,2,3.19,5,1,2,31528193
6568,2,4,2,22,0,0,0,1,1,26.0,0,4,5.1,79387,8,1.28,4,1,2,26735751
7663,5,4,1,31,0,0,0,1,0,2.3,7,4,1.4,54099,3,2.55,9,1,5,37856213
6398,5,5,4,11,0,1,1,1,1,42.7,10,6,9.7,8131,2,0.78,5,0,4,26675865
598,4,3,1,17,0,1,1,1,1,2.2,9,6,3.7,31977,1,2.83,6,1,2,12983931
3191,6,5,3,43,0,0,1,1,1,21.3,9,7,4.8,20846,2,1.81,5,0,9,20380297
890,3,2,2,58,0,1,0,1,0,6.9,9,6,4.6,35744,9,2.17,6,0,9,10734343
762,2,2,1,26,0,1,0,1,0,16.8,10,2,6.7,37397,3,1.05,10,1,3,10878427
6561,1,4,3,56,1,1,0,1,0,18.5,3,4,1.9,34623,7,1.43,5,0,2,26369047
3812,4,2,4,8,0,0,0,0,0,4.1,1,5,3.4,19875,6,1.27,5,0,3,20874016
3920,4,5,1,10,0,1,1,1,0,33.5,8,3,6.2,29219,4,2.64,8,0,1,19445695
7005,3,1,2,53,0,1,1,0,1,21.2,2,3,7.3,61350,9,4.41,8,0,6,31293540
7374,6,3,4,28,1,1,1,0,0,15.4,2,8,6.6,25228,1,0.88,5,1,1,32733102
3599,2,1,3,22,1,1,0,0,1,33.1,2,4,5.7,15454,10,1.88,9,0,3,18611772
3639,2,3,1,5,0,0,1,1,0,12.5,2,0,3.7,43560,8,3.94,3,1,3,17896309
544,5,3,3,4,1,1,1,1,1,34.0,8,4,9.7,67575,5,3.73,4,0,5,5633093
1148,5,5,4,25,0,1,1,0,1,23.4,1,2,3.5,33766,10,0.83,1,0,8,8812170
6476,1,5,3,49,1,0,0,1,1,17.4,3,3,7.2,47939,1,2.77,3,0,4,25811640
5969,2,4,4,37,1,0,1,0,0,40.5,2,2,3.6,61589,8,3.75,8,0,1,24522936
4856,1,4,3,37,1,0,1,0,0,28.7,5,6,5.1,75363,1,3.22,3,0,7,18021756
3333,5,5,3,28,0,0,1,1,0,5.5,4,8,7.9,55558,6,0.56,1,0,5,16379480
3161,1,1,3,20,0,1,0,1,0,10.8,1,0,2.3,53073,10,2.7,2,0,7,14649676
5551,4,3,3,36,0,1,0,0,1,15.6,5,7,2.9,45297,2,4.15,1,0,5,22763089
4080,6,2,4,26,1,1,0,1,1,18.4,0,3,1.8,56330,9,2.3,2,1,10,21933736
4800,3,3,1,43,1,0,0,0,0,30.7,5,4,6.2,6419,10,1.41,10,1,9,23746069
5184,3,2,2,51,0,0,0,1,0,9.0,4,3,9.3,42263,4,4.08,10,1,10,26938930
1199,2,5,3,50,0,0,1,0,1,14.7,5,4,1.2,77970,1,3.32,5,0,6,11587350
3618,2,2,1,37,1,1,0,1,1,44.9,10,4,9.8,5299,9,1.6,9,1,2,16434710
4932,6,5,1,53,0,1,1,0,0,20.9,7,5,7.4,1623,5,3.96,10,0,1,26544326
1407,1,5,2,33,0,1,1,0,0,1.5,8,2,5.3,37951,9,1.15,7,1,7,13728314
5434,4,1,3,51,0,1,0,0,1,16.1,4,8,2.9,61991,8,0.84,2,0,1,22340369
2076,1,3,2,58,0,1,1,1,1,48.7,7,1,9.0,67243,9,1.87,3,0,6,5995286
1563,3,4,3,44,1,1,0,0,0,9.9,5,4,1.9,27301,1,3.9,7,0,1,12207553
7973,6,3,2,34,0,0,0,0,0,4.6,10,3,6.2,40875,4,2.2,9,0,9,38675899
4693,1,5,4,29,0,0,0,0,0,24.8,10,7,6.0,38347,9,1.23,5,1,10,20661091
2507,2,1,4,34,1,0,0,0,0,7.6,2,0,8.7,40039,1,1.21,4,0,7,10239149
7557,6,2,4,10,0,1,0,1,1,13.8,3,1,9.6,44240,1,2.39,2,1,3,30884066
2541,2,3,2,18,1,1,1,0,0,31.0,3,8,8.4,58632,1,0.82,6,0,4,12349732
5747,6,5,4,30,0,0,1,1,1,28.1,0,5,9.1,59113,4,1.22,9,1,7,30429933
5155,1,2,1,17,0,0,0,0,1,34.3,2,3,2.4,3942,7,1.51,2,1,8,20432179
4618,2,2,2,52,0,0,0,0,1,44.2,4,5,2.8,33416,8,2.57,6,0,10,19062134
4705,5,1,1,27,0,0,1,0,0,14.6,10,2,4.7,25992,5,3.08,5,1,4,23031126
2825,5,3,1,31,1,0,0,0,1,20.4,7,2,4.1,58992,10,3.62,3,1,3,15354294
7797,6,3,4,28,1,1,0,0,0,7.0,7,0,2.2,38054,8,1.98,3,1,6,34130870
6476,6,2,3,27,0,1,1,0,1,6.9,8,1,1.1,37160,8,3.92,4,1,8,33030327
7326,1,4,2,0,0,1,1,0,0,40.9,2,5,7.4,14946,2,1.64,2,0,7,23872658
820,4,3,2,23,0,0,1,1,1,42.7,9,5,2.8,73429,2,0.72,1,1,7,4643030
4104,6,1,2,56,0,0,1,1,1,13.7,10,8,9.3,19470,6,4.33,3,1,2,19923825
1765,5,4,1,33,1,0,0,1,0,47.9,8,8,9.3,38027,1,0.7,9,0,6,11331033
583,1,5,1,36,0,1,0,1,0,12.7,8,1,6.8,61327,5,2.02,10,0,2,9764248
5938,2,5,2,13,0,0,1,0,0,21.0,7,8,4.4,38011,10,1.22,8,0,6,30308145
2511,5,1,1,0,1,0,1,1,0,25.0,8,6,4.1,75257,4,3.0,4,0,4,13046589
4523,5,4,3,7,1,1,0,1,0,43.4,6,8,2.4,70595,1,2.96,2,1,9,18172940
4441,3,3,1,54,1,0,1,0,1,40.1,10,4,5.7,73284,3,3.2,2,1,3,15507542
3806,1,2,1,18,0,0,1,0,0,46.1,6,1,2.8,73349,6,1.42,8,1,3,17158085
3858,6,3,2,57,0,0,1,0,1,17.8,3,4,8.2,42269,2,3.93,5,1,10,18895869
4547,4,5,3,6,0,0,1,0,0,26.0,4,8,5.6,72199,7,1.65,4,1,8,20928538
7044,6,5,3,23,0,1,1,0,0,18.6,7,6,1.0,26758,6,1.82,8,0,8,36067843
2793,5,3,1,26,1,1,1,0,1,36.9,4,1,6.1,24102,4,1.51,6,1,4,14579548
587,1,4,3,53,0,0,1,0,0,9.2,2,0,5.6,9194,7,0.89,1,1,9,4071277
6937,5,4,1,1,0,0,0,0,1,27.8,5,8,4.6,17344,7,3.1,3,0,3,27913934
1196,5,5,4,13,1,1,0,0,0,1.3,2,7,8.1,37264,9,2.02,8,1,1,15395573
5920,1,2,4,10,0,0,1,1,1,39.2,6,5,4.8,58014,8,3.4,3,1,6,24405471
6205,4,2,2,41,1,0,0,0,1,14.4,2,0,2.7,14460,4,3.14,10,1,2,32259817
4860,2,4,1,54,1,1,0,1,1,19.4,3,6,4.2,8704,5,3.64,5,0,1,21658159
5126,4,2,4,47,0,0,1,1,1,8.3,6,8,1.4,1879,1,3.07,7,1,9,29655513
3128,6,3,2,32,1,1,1,0,1,1.3,2,2,1.1,32251,4,0.74,3,0,10,20956552
5778,1,4,4,15,1,0,1,1,1,29.2,8,0,1.5,3130,9,0.78,1,1,5,25133955
789,4,2,3,48,0,1,1,0,1,10.5,10,8,8.7,66470,1,2.74,1,1,1,5513935
884,1,4,1,49,0,1,1,1,1,38.1,0,4,6.0,51744,9,3.19,8,0,2,8293760
4041,6,5,1,44,1,0,1,1,1,37.7,3,3,6.2,23697,6,1.6,5,0,7,19898860
7721,4,3,3,51,1,1,0,0,1,39.7,10,5,5.7,52008,9,4.02,2,1,5,28234792
1899,5,4,2,14,1,1,0,1,0,22.4,4,1,5.1,11952,4,2.06,5,0,2,12028842
1520,4,3,2,57,0,0,0,0,0,45.0,7,4,5.3,34872,10,4.1,6,1,6,7643093
6332,3,2,4,22,0,0,0,1,0,36.4,7,2,2.6,18673,10,0.85,3,1,6,25215340
3913,3,2,1,38,1,1,0,0,1,46.5,2,0,5.8,56675,10,1.48,7,0,5,15873553
2320,2,5,2,31,1,1,1,0,0,17.4,6,5,7.9,48331,4,3.54,5,0,10,13837012
1991,1,4,4,45,1,1,1,1,0,26.3,5,6,3.8,48448,1,1.42,10,0,4,14067708
